"","20GWC20082-GOWN113","22GWC22040-GOWN3026","22GWC22042-GOWN983","22GWC22050-GOWN117","21GWC21030-GOWN265","21GWC21030-GOWN265-ST","AOB-NOB-GOWN983","21GWO10014-01-GOWN246"
"OTU_2076",0,0,0,11.11,0,0,0,0
"OTU_2077",0,0,0,11.33,0,0,0,0
"OTU_2078",0,0,0,2.74,0,0,0,0
"OTU_2079",0,0,0,3.88,0,0,0,0
"OTU_2080",0,0,0,1.23,0,0,0,0
"OTU_2081",0,0,0,2.97,0,0,0,0
"OTU_2082",0,0,0,10.35,0,0,0,0
"OTU_2083",0,0,0,3.82,0,0,0,0
"OTU_2084",0,0,0,5.5,0,0,0,0
"OTU_2085",0,0,0,0.61,0,0,0,0
"OTU_2086",0,0,0,1.94,0,0,0,0
"OTU_2087",0,0,0,21.86,0,0,0,0
"OTU_2088",0,0,0,25.67,0,0,0,0
"OTU_2089",0,0,0,21.49,0,0,0,0
"OTU_2090",0,0,0,3.12,0,0,0,0
"OTU_2091",0,0,0,2.4,0,0,0,0
"OTU_2092",0,0,0,2.12,0,0,0,0
"OTU_2093",0,0,0,2.43,0,0,0,0
"OTU_2094",0,0,0,3.85,0,0,0,0
"OTU_2095",0,0,0,3.11,0,0,0,0
"OTU_2096",0,0,0,2.93,0,0,0,0
"OTU_2097",0,0,0,5.38,0,0,0,0
"OTU_2098",0,0,0,1.07,0,0,0,0
"OTU_2099",0,0,0,2.05,0,0,0,0
"OTU_2100",0,0,0,3.65,0,0,0,0
"OTU_2101",0,0,0,2.71,0,0,0,0
"OTU_2102",0,0,0,3.18,0,0,0,0
"OTU_2103",0,0,0,0.76,0,0,0,0
"OTU_2104",0,0,0,18.85,0,0,0,0
"OTU_2105",0,0,0,2.77,0,0,0,0
"OTU_2106",0,0,0,6.98,0,0,0,0
"OTU_2107",0,0,0,9.34,0,0,0,0
"OTU_2108",0,0,0,2.15,0,0,0,0
"OTU_2109",0,0,0,13.88,0,0,0,0
"OTU_2110",0,0,0,11.88,0,0,0,0
"OTU_2111",0,0,0,4.24,0,0,0,0
"OTU_2112",0,0,0,2.64,0,0,0,0
"OTU_2113",0,0,0,1.13,0,0,0,0
"OTU_2114",0,0,0,7.06,0,0,0,0
"OTU_2115",0,0,0,3.78,0,0,0,0
"OTU_2116",0,0,0,0.58,0,0,0,0
"OTU_2117",0,0,0,1.37,0,0,0,0
"OTU_2118",0,0,0,1.09,0,0,0,0
"OTU_2119",0,0,0,27.97,0,0,0,0
"OTU_2120",0,0,0,6.78,0,0,0,0
"OTU_2121",0,0,0,9.89,0,0,0,0
"OTU_2122",0,0,0,1.07,0,0,0,0
"OTU_2123",0,0,0,4.99,0,0,0,0
"OTU_2124",0,0,0,2.93,0,0,0,0
"OTU_2125",0,0,0,0,0,0,0,0
"OTU_2126",0,0,0,0,0,0,0,0
"OTU_2127",0,0,0,0,0,0,0,0
"OTU_2128",0,0,0,0,0,0,0,0
"OTU_2129",0,0,0,0,0,0,0,0
"OTU_2130",0,0,0,0,0,0,0,0
"OTU_2131",0,0,0,0,0,0,0,0
"OTU_2132",0,0,0,0,0,0,0,0
"OTU_2133",0,0,0,0,0,0,0,0
"OTU_2134",0,0,0,0,0,0,0,0
"OTU_2135",0,0,0,0,1.11,0,0,0
"OTU_2136",0,0,0,0,0.06,0,0,0
"OTU_2137",0,0,0,0,0,0,0,0
"OTU_2138",0,0,0,0,0,0,0,0
"OTU_2139",0,0,0,0,0,0,0,0
"OTU_2140",0,0,0,0,0,0,0,0
"OTU_2141",0,0,0,0,0,0,0,0
"OTU_2142",0,0,0,0,0.95,0,0,0
"OTU_2143",0,0,0,0,0.72,0,0,0
"OTU_2144",0,0,0,0,0.06,0,0,0
"OTU_2145",0,0,0,0,0,0,0,0
"OTU_2146",0,0,0,0,0.07,0,0,0
"OTU_2147",0,0,0,0,0,0,0,0
"OTU_2148",0,0,0,0,0,0,0,0
"OTU_2149",0,0,0,0,0.65,0,0,0
"OTU_2150",0,0,0,0,0.08,0,0,0
"OTU_2151",0,0,0,0,0,0,0,0
"OTU_2152",0,0,0,0,0.07,0,0,0
"OTU_2153",0,0,0,0,7.32,0,0,0
"OTU_2154",0,0,0,0,0.65,0,0,0
"OTU_2155",0,0,0,0,0.19,0,0,0
"OTU_2156",0,0,0,0,0,0,0,0
"OTU_2157",0,0,0,0,0.64,0,0,0
"OTU_2158",0,0,0,0,0,0,0,0
"OTU_2159",0,0,0,0,0,0,0,0
"OTU_2160",0,0,0,0,0,0,0,0
"OTU_2161",0,0,0,0,0.52,0,0,0
"OTU_2162",0,0,0,0,0.39,0,0,0
"OTU_2163",0,0,0,0,3.93,0,0,0
"OTU_2164",0,0,0,0,2.49,0,0,0
"OTU_2165",0,0,0,0,0.61,0,0,0
"OTU_2166",0,0,0,0,0.96,0,0,0
"OTU_2167",0,0,0,0,0,0,0,0
"OTU_2168",0,0,0,0,0,0,0,0
"OTU_2169",0,0,0,0,0,0,0,0
"OTU_2170",0,0,0,0,0,0,0,0
"OTU_2171",0,0,0,0,0.45,0,0,0
"OTU_2172",0,0,0,0,0,0,0,0
"OTU_2173",0,0,0,0,0.51,0,0,0
"OTU_2174",0,0,0,0,0.92,0,0,0
"OTU_2175",0,0,0,0,2.14,0,0,0
"OTU_2176",0,0,0,0,4.35,0,0,0
"OTU_2177",0,0,0,0,0.13,0,0,0
"OTU_2178",0,0,0,0,0.99,0,0,0
"OTU_2179",0,0,0,0,0.89,0,0,0
"OTU_2180",0,0,0,0,0,0,0,0
"OTU_2181",0,0,0,0,0.55,0,0,0
"OTU_2182",0,0,0,0,0.58,0,0.32,0
"OTU_2183",0,0,0,0,1.78,0,0,0
"OTU_2184",0,0,0,0,0.06,0,0,0.13
"OTU_2185",0,0,0,0,0.67,0,0,0
"OTU_2186",0,0,0,0,0.2,0,0,0
"OTU_2187",0,0,0,0,1.66,0,0,0
"OTU_2188",0,0,0,0,1.58,0,0,0
"OTU_2189",0,0,0,0,0.12,0,0,0
"OTU_2190",0,0,0,0,0.8,0,0,0
"OTU_2191",0,0,0,0,0,0,0,0
"OTU_2192",0,0,0,0,0.44,0,0,0
"OTU_2193",0,0,0,0,0,0,0,0
"OTU_2194",0,0,0,0,0,0,0,0
"OTU_2195",0,0,0,0,0,0,0,0
"OTU_2196",0,0,0,0,2.66,0,0,0
"OTU_2197",0,0,0,0,0.38,0,0,0
"OTU_2198",0,0,0,0,0,0,0,0
"OTU_2199",0,0,0,0,0,0,0,0
"OTU_2200",0,0,0,0,5.61,0,0,0
"OTU_2201",0,0,0,0,0.83,0,0.58,0
"OTU_2202",0,0,0,0,0.59,11.9,0,0
"OTU_2203",0,0,0,0,0.49,0,0,0
"OTU_2204",0,0,0,0,3.26,0,0,0.39
"OTU_2205",0,0,0,0,0.25,0,0,0
"OTU_2206",0,0,0,0,2.14,0,0,0
"OTU_2207",0,0,0,0,0.66,0,0,0
"OTU_2208",0,0,0,0,3.23,0,0,0
"OTU_2209",0,0,0,0,1,0,0,0
"OTU_2210",0,0,0,0,0.4,0,0,0
"OTU_2211",0,0,0,0,1.73,0,0,0
"OTU_2212",0,0,0,0,0.6,0,0,0
"OTU_2213",0,0,0,0,0,0,0,0
"OTU_2214",0,0,0,0,0.45,0,0,0
"OTU_2215",0,0,0,0,15.73,0,0,0.7
"OTU_2216",0,0,0,0,7.52,0,0,0.78
"OTU_2217",0,0,0,0,1.98,0,0,0
"OTU_2218",0,0,0,0,1.45,0,0,0
"OTU_2219",0,0,0,0,1.04,0,0,0
"OTU_2220",0,0,0,0,0.59,0,0,79.12
"OTU_2221",0,0,0,0,55.37,0,0,0
"OTU_2222",0,0,0,0,1.57,0,0,0
"OTU_2223",0,0,0,0,9.45,0,0,0
"OTU_2224",0,0,0,0,0.48,0,0,0
"OTU_2225",0,0,0,0,2.83,0,0,0
"OTU_2226",0,0,0,0,0.56,0,0,0
"OTU_2227",0,0,0,0,2.25,0,0,0
"OTU_2228",0,0,0,0,0.95,0,0,0
"OTU_2229",0,0,0,0,1.62,0,0,5.75
"OTU_2230",0,0,0,0,0.65,0,0,0
"OTU_2231",0,0,0,0,13.49,0,0,0
"OTU_2232",0,0,0,0,13.34,0,0,0
"OTU_2233",0,0,0,0,1.96,0,0,0
"OTU_2234",0,0,0,0,2.05,0,0,1.9
"OTU_2235",0,0,0,0,0.98,0,0,1.09
"OTU_2236",0,0,0,0,2.6,0,0,1.34
"OTU_2237",0,0,0,0,1.1,0,0,0
"OTU_2238",0,0,0,0,0.62,0,0,0
"OTU_2239",0,0,0,0,0.38,0,0,0
"OTU_2240",0,0,0,0,0.98,0,0,0
"OTU_2241",0,0,0,0,0,0,0,0
"OTU_2242",0,0,0,0,0.72,0,0,0
"OTU_2243",0,0,0,0,0.71,0,0,0
"OTU_2244",0,0,0,0,0.6,0,0,0
"OTU_2245",0,0,0,0,0.55,0,0,0
"OTU_2246",0,0,0,0,0.64,0,0,0
"OTU_2247",0,0,0,0,0.4,0,0,0
"OTU_2248",0,0,0,0,0.59,0,0,0
"OTU_2249",0,0,0,0,0.65,0,0,0
"OTU_2250",0,0,0,0,2.72,0,0,0
"OTU_2251",0,0,0,0,2.44,0,0,0
"OTU_2252",0,0,0,0,0.49,0,0,0
"OTU_2253",0,0,0,0,0.44,0,0,0
"OTU_2254",0,0,0,0,3.06,0,0,0.99
"OTU_2255",0,0,0,0,0.56,0,0,0
"OTU_2256",0,0,0,0,0,0,0,0
"OTU_2257",0,0,0,0,1.41,0,0,0
"OTU_2258",0,0,0,0,3.98,0,0,0
"OTU_2259",0,0,0,0,0.65,3.5,0,0
"OTU_2260",0,0,0,0,1.44,0,0,0
"OTU_2261",0,0,0,0,2.41,0,0,0
"OTU_2262",0,0,0,0,3.51,0,0,0
"OTU_2263",0,0,0,0,2.59,0,0,0
"OTU_2264",0,0,0,0,1.95,0,0,0
"OTU_2265",0,0,0,0,9.46,0,0,0
"OTU_2266",0,0,0,0,1.95,0,0,0
"OTU_2267",0,0,0,0,0.51,0,0,0
"OTU_2268",0,0,0,0,0.68,0,0,0
"OTU_2269",0,0,0,0,1.28,0,0,0
"OTU_2270",0,0,0,0,0.38,0,0,0
"OTU_2271",0,0,0,0,54.28,0,0,0
"OTU_2272",0,0,0,0,0.61,0,0,0
"OTU_2273",0,0,0,0,359.65,3.5,0,0
"OTU_2274",0,0,0,0,178.51,0,0,0
"OTU_2275",0,0,0,0,16.02,0,0,0
"OTU_2276",0,0,0,0,1.3,0,0,0
"OTU_2277",0,0,0,0,12.69,0,0,0
"OTU_2278",0,0,0,0,132.99,0,0,0
"OTU_2279",0,0,0,0,74.64,0,0,0
"OTU_2280",0,0,0,0,1.45,0,0,0
"OTU_2281",0,0,0,0,16.81,0,0,0
"OTU_2282",0,0,0,0,11.93,0,0,0
"OTU_2283",0,0,0,0,0.55,0,0,0
"OTU_2284",0,0,0,0,0.96,0,0,0
"OTU_2285",0,0,0,0,1.95,0,0,0
"OTU_2286",0,0,0,0,349.33,0,0,0
"OTU_2287",0,0,0,0,1.97,0,0,0
"OTU_2288",0,0,0,0,2.82,0,0,0
"OTU_2289",0,0,0,0,5.3,0,0,0
"OTU_2290",0,0,0,0,0.69,0,0,0
"OTU_2291",0,0,0,0,2.5,44.46,0,0
"OTU_2292",0,0,0,0,6.25,0,0,2.43
"OTU_2293",0,0,0,0,34.21,0,0,0
"OTU_2294",0,0,0,0,2.36,0,0,0
"OTU_2295",0,0,0,0,1.11,0,0,0
"OTU_2296",0,0,0,0,0.38,0,0,0
"OTU_2297",0,0,0,0,7.3,0,0,0
"OTU_2298",0,0,0,0,13.51,0,0,0
"OTU_2299",0,0,0,0,1.79,0,0,0
"OTU_2300",0,0,0,0,0.99,0,0,0
"OTU_2301",0,0,0,0,1.08,0,0,0
"OTU_2302",0,0,0,0,0.84,0,0,0
"OTU_2303",0,0,0,0,1.07,0,0,0
"OTU_2304",0,0,0,0,0.52,0,0,0
"OTU_2305",0,0,0,0,19.83,0,0,0
"OTU_2306",0,0,0,0,3.32,0,0,0
"OTU_2307",0,0,0,0,0,0,0,0
"OTU_2308",0,0,0,0,0,0.55,0,0
"OTU_2309",0,0,0,0,0,0.46,0,0
"OTU_2310",0,0,0,0,0,1.09,0,0
"OTU_2311",0,0,0,0,0,0.87,0,0
"OTU_2312",0,0,0,0,0,0,0,0
"OTU_2313",0,0,0,0,0,0.97,0,0
"OTU_2314",0,0,0,0,0,0,0,0
"OTU_2315",0,0,0,0,0,0,0,0
"OTU_2316",0,0,0,0,0,0,0,0
"OTU_2317",0,0,0,0,0,0,0,0
"OTU_2318",0,0,0,0,0,0,0,0
"OTU_2319",0,0,0,0,0,0,0.39,0
"OTU_2320",0,0,0,0,0,0,2.64,0
"OTU_2321",0,0,0,0,0,0,0.06,0
"OTU_2322",0,0,0,0,0,0,0,0
"OTU_2323",0,0,0,0,0,0,0.54,0
"OTU_2324",0,0,0,0,0,0,1.92,0
"OTU_2325",0,0,0,0,0,0,0.96,0
"OTU_2326",0,0,0,0,0,0,0.33,0
"OTU_2327",0,0,0,0,0,0,2.17,0
"OTU_2328",0,0,0,0,0,0,0.13,0
"OTU_2329",0,0,0,0,0,0,1.49,0
"OTU_2330",0,0,0,0,0,0,5.69,0
"OTU_2331",0,0,0,0,0,0,0.67,0
"OTU_2332",0,0,0,0,0,0,0.92,0
"OTU_2333",0,0,0,0,0,0,0.46,0
"OTU_2334",0,0,0,0,0,0,2.19,0
"OTU_2335",0,0,0,0,0,0,0.71,0
"OTU_2336",0,0,0,0,0,0,0,0
"OTU_2337",0,0,0,0,0,0,9.12,0
"OTU_2338",0,0,0,0,0,0,0.39,0
"OTU_2339",0,0,0,0,0,0,44.22,0
"OTU_2340",0,0,0,0,0,0,7.27,0
"OTU_2341",0,0,0,0,0,0,126.91,0
"OTU_2342",0,0,0,0,0,0,1.25,0
"OTU_2343",0,0,0,0,0,0,5.22,0
"OTU_2344",0,0,0,0,0,0,9.08,0
"OTU_2345",0,0,0,0,0,0,4.44,0
"OTU_2346",0,0,0,0,0,0,3.76,0
"OTU_2347",0,0,0,0,0,0,1.08,0
"OTU_2348",0,0,0,0,0,0,0.91,0
"OTU_2349",0,0,0,0,0,0,4.23,0
"OTU_2350",0,0,0,0,0,0,9.24,0
"OTU_2351",0,0,0,0,0,0,2.95,0
"OTU_2352",0,0,0,0,0,0,9.46,0
"OTU_2353",0,0,0,0,0,0,85.7,0
"OTU_2354",0,0,0,0,0,0,110.13,0
"OTU_2355",0,0,0,0,0,0,41.74,0
"OTU_2356",0,0,0,0,0,0,0.44,0
"OTU_2357",0,0,0,0,0,0,0.57,0
"OTU_2358",0,0,0,0,0,0,1.41,0
"OTU_2359",0,0,0,0,0,0,0.55,0
"OTU_2360",0,0,0,0,0,0,0.72,0
"OTU_2361",0,0,0,0,0,0,0.88,0
"OTU_2362",0,0,0,0,0,0,4.37,0
"OTU_2363",0,0,0,0,0,0,0.78,0
"OTU_2364",0,0,0,0,0,0,7.52,0
"OTU_2365",0,0,0,0,0,0,9.23,0
"OTU_2366",0,0,0,0,0,0,0.73,0
"OTU_2367",0,0,0,0,0,0,0.51,0
"OTU_2368",0,0,0,0,0,0,67.12,0
"OTU_2369",0,0,0,0,0,0,1.68,0
"OTU_2370",0,0,0,0,0,0,0.71,0
"OTU_2371",0,0,0,0,0,0,1.1,0
"OTU_2372",0,0,0,0,0,0,2.95,0
"OTU_2373",0,0,0,0,0,0,0,0
"OTU_2374",0,0,0,0,0,0,0,0
"OTU_2375",0,0,0,0,0,0,0,0
"OTU_2376",0,0,0,0,0,0,0,0
"OTU_2377",0,0,0,0,0,0,0,0
"OTU_2378",0,0,0,0,0,0,0,0
"OTU_2379",0,0,0,0,0,0,0,0
"OTU_2380",0,0,0,0,0,0,0,0.71
"OTU_2381",0,0,0,0,0,0,0,0.26
"OTU_2382",0,0,0,0,0,0,0,0.59
"OTU_2383",0,0,0,0,0,0,0,0.13
"OTU_2384",0,0,0,0,0,0,0,0
"OTU_2385",0,0,0,0,0,0,0,0
"OTU_2386",0,0,0,0,0,0,0,2.21
"OTU_2387",0,0,0,0,0,0,0,0.51
"OTU_2388",0,0,0,0,0,0,0,0.46
"OTU_2389",0,0,0,0,0,0,0,1.11
"OTU_2390",0,0,0,0,0,0,0,0.49
"OTU_2391",0,0,0,0,0,0,0,0.14
"OTU_2392",0,0,0,0,0,0,0,0.53
"OTU_2393",0,0,0,0,0,0,0,0.39
"OTU_2394",0,0,0,0,0,0,0,1.51
"OTU_2395",0,0,0,0,0,0,0,1.38
"OTU_2396",0,0,0,0,0,0,0,1.1
"OTU_2397",0,0,0,0,0,0,0,0.72
"OTU_2398",0,0,0,0,0,0,0,3.19
"OTU_2399",0,0,0,0,0,0,0,0.46
