"","Domain","Phylum","Class","Order","Family","Genus","19GWC19006-C1-GOWN986--Li17090_S14_L002_R1_paired","19GWC19014-C3-GOWN972--Li16960_S26_L002_R1_paired","19GWC19018-C4-GOWN3026--Li16946_S12_L001_R1_paired","19GWC19019-C5-GOWN983--Li17091_S15_L002_R1_paired","19GWC19024-C8-GOWN980--Li17092_S16_L002_R1_paired","19GWC19026-C9-GOWN218--Li16961_S27_L002_R1_paired","19GWC19028-C10-GOWN114--Li17093_S17_L002_R1_paired","19GWC19036-C12-GOWN137--Li17086_S18_L002_R1_paired","19GWC19038-C13-GOWN144--Li17094_S19_L002_R1_paired","19GWC19041-C15-GOWN150--Li17095_S20_L002_R1_paired","19GWC19045-C17-GOWN265--Li16962_S28_L002_R1_paired","19GWC19047-C18-GOWN139--Li17096_S21_L002_R1_paired","19GWC19048-C19-GOWN142--Li16947_S13_L001_R1_paired","19GWC19049-C20-GOWN123--Li16963_S29_L002_R1_paired","19GWC19053-C21-GOWN760--Li16964_S30_L002_R1_paired","19GWC19059-C24-GOWN117--Li16965_S31_L002_R1_paired","19GWE00021-E1-GOWN449--Li17097_S22_L002_R1_paired","19GWE00050-E2-GOWN991--Li16966_S32_L002_R1_paired","19GWE00506-E6-GOWN200--Li17085_S8_L001_R1_paired","19GWE00515-E9-GOWN33--Li17098_S23_L002_R1_paired","19GWE00520-E10-GOWN1124--Li17087_S9_L001_R1_paired","19GWE00525-E14-GOWN1153--Li17088_S10_L001_R1_paired","19GWE00534-E19-GOWN1117--Li17089_S11_L001_R1_paired","19GWE00537-E21-GOWN62--Li17099_S24_L002_R1_paired","19GWE00545-E23-GOWN186--Li17100_S25_L002_R1_paired"
"ASV523"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JAGWAF01"," g__JACQSU01",1,0,13,0,0,0,0,1,1,0,0,1,0,0,2,11,0,0,1,0,0,13,2,0,0
"ASV524"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__JACQTT01"," f__JACQTT01"," g__JACQTT01",1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
"ASV525"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__JAFGLR01"," g__JACQTX01",1,0,0,1,0,0,0,1,1,2,0,1,0,20,0,4,0,0,2,0,5,20,4,0,1
"ASV526"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__JACQUA01"," f__JACQUA01"," g__JACQUA01",6,0,8,0,0,0,0,0,0,1,0,1,2,17,3,4,0,0,5,0,14,35,3,0,0
"ASV527"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__JAQUO01"," f__JACQUO01"," g__JACQUO01",1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,9,0,1
"ASV528"," d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Longimicrobiales"," f__UBA6960"," g__JACQVF01",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV529"," d__Bacteria"," p__Bacteroidota"," c__UBA10030"," o__UBA10030"," f__SZUA-254"," g__JACQVI01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV530"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," o__Syntrophales"," f__JACQWR01"," g__JACQWR01",7,0,0,2,0,0,0,3,0,1,0,2,0,6,2,35,0,0,1,0,11,13,7,3,3
"ASV531"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9983"," f__UBA9983"," g__JACQXW01",9,0,1,3,0,0,1,9,8,4,0,50,0,13,20,3,2,0,0,0,0,9,1,0,3
"ASV532"," d__Bacteria"," p__Nitrospirota"," c__Thermodesulfovibrionia"," o__UBA6902"," f__UBA6902"," g__JACQZG01",1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1109,0,0
"ASV533"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Rhodocyclaceae"," g__JACRAR01",4,0,0,2,0,0,0,0,13,0,0,0,0,0,110,1,0,0,0,0,0,26,15,0,1
"ASV534"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__DSTF01"," f__JACRBR01"," g__JACRBR01",1,0,1,1,0,0,0,1,2,0,0,0,0,0,5,3,0,0,0,0,0,15,11,0,0
"ASV535"," d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Anaerosomatales"," f__JACRBU01"," g__JACRBU01",1,0,0,2,4,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,2,0,0,0,1
"ASV536"," d__Bacteria"," p__Desulfobacterota_C"," c__Deferrisomatia"," o__Deferrisomatales"," f__JACRMM01"," g__JACRCS01",2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV537"," d__Bacteria"," p__Myxococcota"," c__Myxococcia"," o__Myxococcales"," f__UBA5297"," g__JACRCT01",1,4,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV538"," d__Bacteria"," p__Bacteroidota"," c__UBA10030"," o__UBA10030"," f__UBA10030"," g__JACRFF01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV539"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__GWB1-50-10"," g__JACRFG01",1,0,4,1,0,1,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0
"ASV540"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__JACRFW01",2,0,12,1,0,0,0,0,6,0,0,2,0,0,2,1,0,0,0,0,0,53,0,0,0
"ASV541"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Norongarragalinales"," f__SBBD01"," g__JACRGC01",2,1,9,3,1,1,4,20,2,3,0,10,0,1,2,0,0,3,1,3,2,23,6,3,5
"ASV542"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Norongarragalinales"," f__JACRGE01"," g__JACRGE01",7,3,4,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1,9,7,0,0
"ASV543"," d__Bacteria"," p__Planctomycetota"," c__MHYJ01"," o__JACQXL01"," f__JACQXL01"," g__JACRIK01",4,1,0,1,2,0,0,13,1,0,0,16,2,20,4,1,0,0,1,0,37,10,1,0,1
"ASV544"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__BMS3ABIN01"," f__BMS3ABIN01"," g__JACRMB01",62,0,0,0,0,0,0,28,0,3,0,193,0,6,1,0,0,1,1,0,3,208,32,0,2
"ASV545"," d__Bacteria"," p__Desulfobacterota_C"," c__Deferrisomatia"," o__Deferrisomatales"," f__JACRMM01"," g__JACRMM01",3,0,1,1,0,2,1,4,0,0,2,0,0,3,0,0,0,2,1,0,1,0,2,0,2
"ASV546"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA11705"," f__JABHMO01"," g__JACRNX01",2,0,0,0,0,0,0,0,4,0,0,0,1,1,0,7,0,0,0,0,1,3,1,0,0
"ASV547"," d__Bacteria"," p__Margulisbacteria"," c__WOR-1"," o__XYC2-FULL-46-14"," f__WPAF01"," g__JACRPM01",2,0,0,0,0,0,0,4,2,0,0,1,0,3,3,0,0,0,0,0,0,2,0,0,0
"ASV548"," d__Archaea"," p__Halobacteriota"," c__Methanomicrobia"," o__Methanomicrobiales"," f__JACTUA01"," g__JACTUA01",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
"ASV549"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__SZUA-161"," f__SZUA-161"," g__JACWAE01",1,2,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,1,0,4,2,3,0,0
"ASV550"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__JACXUX01",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV551"," d__Bacteria"," p__SAR324"," c__SAR324"," o__SAR324"," f__JACQKK01"," g__JACZRV01",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV552"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Kiloniellales"," f__J153"," g__JACZVL01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV553"," d__Bacteria"," p__KSB1"," c__UBA2214"," o__JACIZP01"," f__JADDFT01"," g__JADDFT01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV554"," d__Bacteria"," p__Nitrospinota"," c__Nitrospinia"," o__Nitrospinales"," f__VA-1"," g__JADFGI01",1,0,2,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,4,0,0
"ASV555"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__E44-bin15"," f__E44-bin15"," g__JADFVG01",1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,5,0,0,3,0,4,1,0,0,1
"ASV556"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," o__Syntrophales"," f__JADFWA01"," g__JADFWA01",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0
"ASV557"," d__Bacteria"," p__Bdellovibrionota"," c__Bacteriovoracia"," o__Bacteriovoracales"," f__Bacteriovoracaceae"," g__JADGAN01",2,0,8,4,1,1,0,3,12,4,0,68,1,41,5,2,0,0,5,0,25,84,23,1,35
"ASV558"," d__Bacteria"," p__Chloroflexota"," c__FW602-bin22"," o__FW602-bin22"," f__CADDYW01"," g__JADGGD01",1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,0,0,1,0,0,2,0,0,0
"ASV559"," d__Bacteria"," p__Acidobacteriota"," c__Terriglobia"," o__Bryobacterales"," f__Bryobacteraceae"," g__JADGHK01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV560"," d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Gemmatimonadales"," f__GWC2-71-9"," g__JADJOM01",1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,4,3,0,0
"ASV561"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Polyangiales"," f__Polyangiaceae"," g__JADJRH01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV562"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JADJWR01",1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV563"," d__Bacteria"," p__Armatimonadota"," c__UBA5829"," o__DSUL01"," f__DSUL01"," g__JADLDK01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV564"," d__Bacteria"," p__Lernaellota"," c__Lernaellaia"," o__JACKCT01"," f__JACKCT01"," g__JADLEX01",1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV565"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Polyangiales"," f__Polyangiaceae"," g__JADLFU01",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"ASV566"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Limisphaerales"," f__UBA11358"," g__JADLHS01",2,1,2,0,0,0,0,3,2,0,0,2,0,2,2,0,0,0,5,0,8,5,11,0,0
"ASV567"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JADYYQ01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV568"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__UBA2162"," g__JAENIS01",1,0,1,0,0,0,0,2,0,0,0,0,0,49,0,24,0,0,10,0,6,97,4,0,0
"ASV569"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__JAENJB01"," f__JAENJB01"," g__JAENJB01",1,0,5,0,0,0,0,1,0,0,0,0,0,58,0,159,0,0,0,0,4,21,0,0,0
"ASV570"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__F082"," g__JAERTD01",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV571"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Usitatibacteraceae"," g__JAEUMZ01",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV572"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Christensenellales"," f__UMGS416"," g__JAEYRA01",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV573"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__JAEYZM01",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV574"," d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__JAEZDP01",2,0,0,5,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,1
"ASV575"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Clostridiales"," f__Caloramatoraceae"," g__JAEZLD01",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV576"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Acetivibrionales"," f__JANLFN01"," g__JAEZTC01",1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,2,0,0,0
"ASV577"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__Microtrichaceae"," g__JAFAFN01",2,0,6,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0
"ASV578"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JAFAMW01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV579"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Reyranellales"," f__Reyranellaceae"," g__JAFAZJ01",1,0,2,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV580"," d__Archaea"," p__Iainarchaeota"," c__Iainarchaeia"," o__Iainarchaeales"," f__GCA-2688035"," g__JAFCCZ01",3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,29,1,0,0
"ASV581"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JAFCEO01",1,0,7,0,0,1,0,3,4,0,0,1,0,56,6,4,0,0,1,0,0,10,4,1,0
"ASV582"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__B33-G15"," f__B33-G15"," g__JAFCFZ01",2,0,8,0,0,0,0,0,3,2,1,0,0,1,4,6,0,0,0,0,0,0,1,0,0
"ASV583"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__B33-G15"," f__JAFCGN01"," g__JAFCGN01",3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,4,20,0,0,0,1,2,2,3,0
"ASV584"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Phycisphaerales"," f__UBA1924"," g__JAFEBO01",4,0,3,2,0,0,0,0,1,0,0,0,0,0,2,3,0,1,1,0,2,0,1,1,0
"ASV585"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__Aenigmatarchaeales"," f__Aenigmatarchaeaceae"," g__JAFGAZ01",4,1,0,1,0,1,1,1,6,10,0,1,0,2,4,6,0,1,2,0,7,24,2,0,5
"ASV586"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__UBA9933"," g__JAFGBB01",2,10,3,1,0,0,1,10,1,22,0,4,0,2,1,4,0,0,0,0,4,6,0,11,0
"ASV587"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__UM-FILTER-43-11"," f__UM-FILTER-43-11"," g__JAFGCR01",1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0
"ASV588"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," o__Syntrophales"," f__JAFGHS01"," g__JAFGHS01",3,2,1,0,0,1,0,0,0,0,1,1,0,3,0,3,0,0,4,0,6,1,0,0,0
"ASV589"," d__Bacteria"," p__Elusimicrobiota"," c__UBA8919"," o__UBA8919"," f__UBA8919"," g__JAFGLF01",1,0,2,0,0,0,0,1,1,0,0,1,2,3,3,0,0,0,0,0,0,3,2,0,0
"ASV590"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__UM-FILTER-43-11"," f__UM-FILTER-43-11"," g__JAFGNE01",1,0,6,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
"ASV591"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__RBG-16-60-22"," g__JAFGPF01",2,0,3,0,0,0,0,1,2,2,0,4,0,51,1,10,0,1,5,0,10,18,3,2,3
"ASV592"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__UBA10428"," g__JAFGPL01",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ASV593"," d__Bacteria"," p__Desulfobacterota"," c__Syntrophia"," o__Syntrophales"," f__UBA2210"," g__JAFGPZ01",1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,8,0
"ASV594"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JAFGUC01"," g__JAFGUC01",1,0,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,3,1,0,2
"ASV595"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Chitinophagales"," f__Chitinophagaceae"," g__JAFLBI01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV596"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Parvarchaeales"," f__Parvarchaeaceae"," g__JAGDXV01",2,0,2,0,0,0,0,7,3,4,0,1,0,5,0,4,0,0,0,0,0,2,2,1,7
"ASV597"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__GW2011-AR5"," f__JAHLMP01"," g__JAGGUE01",1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,1,0,0,0,0
"ASV598"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAGGXC01"," g__JAGGXC01",1,3,6,2,0,1,0,6,0,17,0,0,0,8,7,8,0,1,0,0,1,20,0,0,1
"ASV599"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__Aenigmatarchaeales"," f__Aenigmatarchaeaceae"," g__JAGGXH01",1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"ASV600"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__UBA6257"," g__JAGGZF01",1,0,2,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,5,0,2,0
"ASV601"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__PWEA01"," f__JAGHBM01"," g__JAGHBM01",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0
"ASV602"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__Solirubrobacterales"," f__Solirubrobacteraceae"," g__JAGIBJ01",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,212,0,1,0,49,1,75,0,0
"ASV603"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__JAHIHE01"," f__JAGLIN01"," g__JAGLLA01",1,0,1,0,0,8,0,0,15,2,0,0,4,0,50,1,0,0,0,0,2,2,0,0,0
"ASV604"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAGLPU01"," g__JAGLPU01",3,1,4,0,0,2,0,1,3,1,0,0,0,3,1,1,0,0,0,0,2,9,1,0,0
"ASV605"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAGMDC01"," g__JAGLYZ01",3,2,13,3,1,0,0,10,2,6,0,3,0,9,5,26,0,0,0,0,2,50,0,5,0
"ASV606"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__BS750m-G39"," g__JAGMCH01",2,0,0,1,0,0,0,0,0,1,0,0,0,15,0,3,0,0,1,0,4,14,3,5,1
"ASV607"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAGMDC01"," g__JAGMDC01",1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
"ASV608"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Fredricksoniimonadaceae"," g__JAGNTT01",1,0,3,1,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,3,0,0
"ASV609"," d__Bacteria"," p__Patescibacteria"," c__JAEDAM01"," o__BD1-5"," f__UBA2023"," g__JAGOMW01",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"ASV610"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__JAGOQP01"," g__JAGOQP01",1,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0
"ASV611"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SG8-24"," f__UBA9934"," g__JAGORL01",1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,12,11,0,0
"ASV612"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Porticoccaceae"," g__JAGPUQ01",2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,6,1,1,0,0
"ASV613"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Zapsychraceae"," g__JAGQKQ01",1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0
"ASV614"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__Iamiaceae"," g__JAGQSI01",1,0,0,1,3,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,3,0,0
"ASV615"," d__Archaea"," p__Thermoproteota"," c__Bathyarchaeia"," o__TCS64"," f__TCS64"," g__JAGTRB01",80,1,0,51,0,1,0,2,1,3,0,38,1,0,0,0,0,0,27,0,1,0,0,0,58
"ASV616"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__JAGUVE01"," g__JAGUVE01",1,1,3,1,0,21,0,6,1,4,0,1,1,3,11,9,0,0,0,0,0,1,0,0,2
"ASV617"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__GWB1-50-10"," g__JAGUWR01",9,1,0,0,0,9,0,8,10,26,0,4,4,1,2,7,0,1,0,0,4,3,2,0,1
"ASV618"," d__Bacteria"," p__UBA9089"," c__UBA9088"," o__UBA9088"," f__JAGUXG01"," g__JAGUXG01",3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"ASV619"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__JAGUYA01",1,0,3,1,0,0,0,0,0,0,0,1,0,77,13,0,0,0,1,0,3,7,0,0,2
"ASV620"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__JAGVFQ01"," f__JAGVFQ01"," g__JAGVFQ01",1,0,2,0,0,0,0,1,8,0,0,6,0,0,1,1,0,0,0,0,0,2,0,1,0
"ASV621"," d__Bacteria"," p__Bacteroidota"," c__UBA10030"," o__UBA10030"," f__SZUA-254"," g__JAGVIE01",1,0,0,26,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,5,0,9,0,0
"ASV622"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__UBA10117"," f__UBA10117"," g__JAGVWH01",1,1,3,0,0,0,0,5,1,1,2,2,0,3,4,2,0,1,0,0,1,5,2,1,0
"ASV623"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__GW2011-AR20"," g__JAGVZJ01",5,0,35,1,0,0,0,0,1,0,0,1,1,3,3,51,1,0,0,0,0,4,0,0,1
"ASV624"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__GW2011-AR18"," g__JAGVZM01",1,0,10,0,0,0,0,1,4,2,0,2,0,3,2,5,0,0,0,0,0,2,0,0,0
"ASV625"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Sungbacterales"," f__GWA2-42-14"," g__JAGXAD01",1,1,9,1,0,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,244,0,0,0
"ASV626"," d__Bacteria"," p__Desulfobacterota"," c__Desulfobulbia"," o__Desulfobulbales"," f__Desulfurivibrionaceae"," g__JAGXFP01",1,0,0,0,0,0,0,13,1,2,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0
"ASV627"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JAGXFR01",14,0,0,1,0,2,0,1,4,15,1,0,2,0,0,0,0,0,0,0,1,0,6,1,1
"ASV628"," d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Anaerosomatales"," f__JAGXFU01"," g__JAGXFU01",13,0,0,7,5,0,0,0,0,2,6,1,4,4,0,0,0,1,15,4,0,1,1,1,5
"ASV629"," d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Anaerosomatales"," f__SLCP01"," g__JAGXSG01",6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,3,0,0,0,2
"ASV630"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__JAHBZM01",2,0,0,7,0,0,3,1,2,0,0,8,0,0,0,0,0,0,1,0,1,3,15,0,1
