"","ASVs","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C24","C3","C4","C5","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E6","E9"
"494","ASV613","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","ASV614","Bacteria","Chloroflexota","OLB14","OLB14","OLB14","OLB14",0,0,0,65,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,4,102,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"496","ASV615","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","ASV616","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","OM27 clade",0,0,0,87,60,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,7,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"498","ASV617","Bacteria","Actinomycetota","Coriobacteriia","OPB41","OPB41","OPB41",74,0,131,59,0,0,0,72,16,0,0,11,0,0,3,0,43,19,12,0,27,8,19,0,0,0,24,0,20,0,23,169,102,30,7,298,367,92
"499","ASV618","Bacteria","Cyanobacteriota","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Obscuribacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","ASV619","Bacteria","Pseudomonadota","Alphaproteobacteria","Thalassobaculales","Oceanibaculaceae","Oceanibaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,62,0,0
"501","ASV620","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","ASV621","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Oleiharenicola",88,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","ASV622","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","ASV627","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospiraceae",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,8,0,0,0,0,0
"505","ASV628","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalicibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","ASV629","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,41,0,0,0,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507","ASV630","Bacteria","Chloroflexota","P2-11E","P2-11E","P2-11E","P2-11E",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","ASV631","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",731,0,0,257,0,0,0,0,0,237,0,11,0,6,0,0,93,103,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,38,0
"509","ASV632","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","P3OB-51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"510","ASV633","Bacteria","Nitrospinota","P9X2b3D02","P9X2b3D02","P9X2b3D02","P9X2b3D02",0,0,0,48,0,0,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511","ASV634","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","PB19","PB19","PB19",0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","ASV635","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","PBS-18","PBS-18",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"513","ASV636","Bacteria","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","PHOS-HE36","PHOS-HE36",0,0,0,0,11,0,33,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","ASV637","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","PRD18C08","PRD18C08",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515","ASV639","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","ASV640","Bacteria","Myxococcota","Polyangiia","Polyangiales","Polyangiaceae","Pajaroellobacter",0,0,0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","ASV641","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter",9,0,50,0,0,0,0,0,0,0,0,2,17,0,0,0,0,59,10,2,0,0,0,0,0,0,20,0,0,0,156,103,190,0,0,0,0,0
"518","ASV642","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"519","ASV643","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Paludibaculum",79,0,17,26,0,0,18,0,0,0,0,9,5,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"520","ASV645","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Panacagrimonas",0,0,0,33,0,0,8,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","ASV647","Bacteria","Pseudomonadota","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Paracaedibacteraceae",0,26,0,0,0,0,11,0,0,0,0,5,0,0,64,8,61,211,39,84,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"522","ASV648","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Parachlamydiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","ASV649","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccaceae",49,62,19,0,0,0,211,25,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,112,0,0,0,0,0,18,0,0,0,4,0,0,0,0
"524","ASV652","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pararhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","ASV653","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pararhodobacter",21,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,27
"526","ASV655","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Parazoarcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,104,0,0,0,0,0
"527","ASV656","Bacteria","Patescibacteria","Parcubacteria","Parcubacteria","Parcubacteria","Parcubacteria",0,0,0,0,0,24,9,3,0,0,0,45,21,574,0,118,0,0,0,0,0,17,0,222,103,148,0,0,0,15,0,6,0,167,0,75,0,0
"528","ASV657","Bacteria","Pseudomonadota","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Parvibaculum",2441,0,183,0,0,0,548,12,0,0,0,0,6,0,0,0,0,0,116,0,0,35,0,92,0,0,0,0,0,0,7,0,0,239,0,138,0,141
"529","ASV658","Bacteria","Patescibacteria","Patescibacteria","Patescibacteria","Patescibacteria","Patescibacteria",0,0,0,0,9,0,8,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,78,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"530","ASV659","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Patulibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","ASV660","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Paucibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532","ASV661","Bacteria","Actinomycetota","Actinobacteria","PeM15","PeM15","PeM15",9,0,0,16,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,10,0,0,0,0,52,0,0,0
"533","ASV662","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"534","ASV664","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Pedomicrobium",6,0,0,42,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"535","ASV665","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea",0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"536","ASV666","Bacteria","Bacillota","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Pelosinus",0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","ASV667","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Pelotalea",0,0,0,35,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,89,19,73,0,0,19,8,39,90,0,0,10,0,0,0,0,66,0
"538","ASV668","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"539","ASV669","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","ASV670","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","ASV671","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Permianibacter",0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","ASV672","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","ASV673","Bacteria","Myxococcota","Polyangiia","Polyangiales","Phaselicystaceae","Phaselicystis",100,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","ASV674","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",88,0,79,14,47,106,94,19,0,46,9,18,18,0,0,607,71,24,71,0,0,48,133,339,24,15,34,0,0,31,6,0,9,0,20,119,115,22
"545","ASV675","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Phreatobacter",34,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0
"546","ASV680","Bacteria","Planctomycetota","Pla4 lineage","Pla4 lineage","Pla4 lineage","Pla4 lineage",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","ASV684","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Planktosalinus",0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"548","ASV685","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","ASV686","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",663,0,0,165,1127,359,83,42,53,1010,0,29,1175,0,42,496,216,0,17,1742,713,2638,3260,165,3016,5273,3436,363,439,1149,0,53,0,3378,76,78,214,0
"550","ASV688","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Polycyclovorans",304,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","ASV689","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",0,0,0,0,0,0,0,0,0,40,0,14,0,0,0,0,33,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,53,0
"552","ASV690","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacteraceae",89,0,48,0,0,0,24,0,0,0,0,0,0,36,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14
"553","ASV692","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionicimonas",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","ASV694","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","ASV695","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"556","ASV696","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"557","ASV697","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Proteocatella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"558","ASV698","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter",0,0,0,30,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,29,22,39,0,0,0,9,74,0,9,0,0,0,85,0,0
"559","ASV699","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Pseudazoarcus",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","ASV701","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Pseudobdellovibrio",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"561","ASV702","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Pseudobdellovibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","ASV703","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Pseudofulvimonas",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","ASV704","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","Pseudohongiella",449,0,138,37,0,0,224,86,0,0,0,123,12,20,0,0,44,158,0,0,131,147,322,0,22,0,0,136,144,315,0,0,164,0,0,25,12,94
"564","ASV705","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys",0,0,0,66,9,0,255,0,0,0,0,0,0,31,0,20,0,0,0,98,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"565","ASV707","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Pseudolysobacter",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","ASV708","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Pseudomethylobacillus",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"567","ASV710","Bacteria","Pseudomonadota","Pseudomonadota","Pseudomonadota","Pseudomonadota","Pseudomonadota",0,0,0,19,0,0,0,0,0,0,0,0,0,22,0,9,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","ASV711","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",198,76,24,32,0,0,0,62,130,0,0,10,13,1531,0,580,0,0,101,12584,315,88,18,48,0,0,651,11,205,277,9,3532,678,2018,755,0,0,10
"569","ASV712","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","ASV713","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudorhodoplanes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","ASV714","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudoxanthobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
"572","ASV716","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","Pyrinomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","ASV717","Bacteria","Chloroflexota","Dehalococcoidia","RBG-13-46-9","RBG-13-46-9","RBG-13-46-9",0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,39,7,7,0,0,76,0,22,27,0,0,0,0,5,2,20,0,0
"574","ASV718","Bacteria","Chloroflexota","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9",0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"575","ASV719","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21",0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0
"576","ASV720","Bacteria","Actinomycetota","RBG-16-55-12","RBG-16-55-12","RBG-16-55-12","RBG-16-55-12",0,0,0,0,0,0,16,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,8,0,4,0,0
"577","ASV721","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54",0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","ASV722","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"579","ASV723","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","ASV724","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Rectinema",8,0,11,0,0,0,0,0,0,58,0,4,117,0,8,0,16,40,0,0,0,0,6,0,0,10,23,0,0,0,0,0,0,33,0,0,43,3
"581","ASV725","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Rehaibacterium",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","ASV726","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",100,0,0,168,49,0,508,21,0,108,0,56,0,0,0,155,62,0,11,0,0,0,81,9,0,0,0,0,0,0,0,0,0,0,24,55,134,0
"583","ASV727","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranellaceae",58,0,0,34,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","ASV728","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Rhabdobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","ASV729","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera",0,3,10,0,0,0,0,0,0,0,0,9,0,1528,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"586","ASV730","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,48,79,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
"587","ASV731","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobiaceae",0,0,0,0,0,0,0,0,0,0,0,0,18,35,59,0,0,0,0,0,0,0,0,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"588","ASV732","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"589","ASV733","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","ASV737","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus",16,0,0,47,0,0,0,0,0,0,0,0,0,126,0,0,10,12,0,0,16,0,15,73,0,0,0,0,0,0,0,0,0,16,0,104,0,0
"591","ASV738","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Rhodocyclaceae",89,56,173,0,0,0,117,9,91,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,31,0,0,133,124,0
"592","ASV739","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax",479,0,32,478,121,320,886,0,706,176,0,0,0,167,1074,287,65,43,69,0,491,855,543,446,539,955,451,232,418,467,87,0,0,0,34,3168,0,0
"593","ASV741","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Rhodonellum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,3
"594","ASV742","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Rhodopseudomonas",147,4,0,163,21,0,151,0,0,69,0,22,0,0,0,160,103,0,0,118,49,40,65,0,0,0,0,20,62,41,0,0,0,0,57,25,86,0
"595","ASV743","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillaceae",0,0,0,0,0,0,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
