"","Kingdom","Phylum","Class","Order","Family","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"11","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Hyphomonadaceae",0.0431530094646147,0,0,0,0,0,0,0,0,0,0,0,0,0.0001498076587082,0.0018906521169326,0,0,0,0,0,"aOTU_11"
"12","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__SG8-41",0.041078568830262,0.0002916390563637,0.10721863665613,0.0019361909874752,0.273521623410608,0,0.35796310003791,0,0,0,0,0,0.105474037839591,0.0169282654340274,0,0,0,0,0.0568078583335586,0,"aOTU_12"
"13","d__Bacteria","p__Nitrospirota","c__Thermodesulfovibrionia","o__Thermodesulfovibrionales","f__UBA1546",0.0492370032653658,0,0.153523602733576,0.112869820139273,0.067660267954912,0,0.991942634668221,0.386339343484546,0.117340660587037,0.078023620275078,0,0,0.0010661059127966,0,0.0425529870825127,0,0.33255219877139,0.0029224624874201,0.0848208022405523,0,"aOTU_13"
"14","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Lentimicrobiaceae",0.0329433557455427,0.0091115111245756,0,0,0,0.0817,0,0,0.0042875181150296,0,0,0,0,0.0142112992601831,0.0021746937495234,0,0,0,0.0015179427732853,0.0174901847555359,"aOTU_14"
"15","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Rhodocyclaceae",0.0342979345179745,0.0652476107010105,0.0653326384334683,0.0035328260928185,0.0091062598681941,0.99999,0.20178370282226,0.0003688837637823,0.0463024304926934,0.736597071660848,0,0.150388584356218,0.579506055884986,0.873998309220781,0.0115480676250206,0.0006460150100695,0.614622641094284,0.0052450059891529,0.124259715386458,0.0018413546258897,"aOTU_15"
"16","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Sulfurimonadaceae",0.0150242136988013,2.14953892124954,0.0591949994608902,0,0.0714562636596052,0,0.0645788842068975,5.57295572739372,8.41223190103279,1.19602891472194,0,0,0.0109522422407127,0.0103299190118341,0.0105184167068789,0.0021830852064418,0.107254196169597,0,0.765052357388999,0,"aOTU_16"
"17","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae",0.0181358746503304,0.561493558971787,0.0398302031548402,0.0314161436904325,0.0081323099276427,0.09733,0.0642588310738806,0.0225904416940319,0,0,3.96372443079715,1.86050797547077,7.98405309142868e-05,0.204834735527345,0.180109023965637,0.200487416918132,0.426150532805732,0.205455112055495,0.105064639044276,0.0050301728409874,"aOTU_17"
"18","d__Bacteria","p__Desulfobacterota","c__Desulfobulbia","o__Desulfobulbales","f__Desulfurivibrionaceae",0.0123073157038094,0.582818560274989,0.0704093285044861,0.0004190264077371,0.0131156297648102,0,0.0061724532796114,0,0.0504286482128544,1.13207623527586,0,0,0,0.0015865992945005,0,0,0.0476908588120238,0.0013026812260641,0.0933994788229075,0.0003382079925103,"aOTU_18"
"19","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae",0.0184067904048168,0,0.0097237123625873,0.179715369063207,1.44400640231912,0,0,0.0011730503688279,8.29544887895373e-05,0.0153272748315866,0,0,0,0.0031187230767435,0.0088407958143893,0,2.92876518881548,0,0,0.10528468490656,"aOTU_19"
"20","d__Bacteria","p__Bacillota_B","c__Desulfotomaculia","o__Ammonifexales","f__Desulforudaceae",0.0101554705681748,0.0086519586721237,0,0,0,0,0,0.0882074855956389,0.200677661741549,0,0,0,0,0,0,0,0,0,0,0,"aOTU_20"
"21","d__Archaea","p__Thermoplasmatota","c__JASEFT01","o__JASEFT01","f__JAUWIS01",0.0100935469671493,0.0003269892450138,0,0,0,0,0,0.0021911695568672,0,0.002422929862136,0.0104217784216718,0,0,0,0.0008343722957355,0,0,0,0,0,"aOTU_21"
"22","d__Bacteria","p__Desulfobacterota","c__BSN033","o__BSN033","f__UBA1163",0.0077017478775411,0,0.0027928405664127,0.0007405208067768,0.0072925792368493,0,0.0015480120923469,0.0146004193705059,0.225310536329331,0.0139674780287844,0.002057373733728,0,0.0006669032582252,0,0.0014645896680464,0,0.0404735975241086,0,0.0245722736208801,0,"aOTU_22"
"23","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae",0.006889000614082,0.141515642713705,0.0164166143116829,0,0.000220257230372,0.0422,0.0034422041040796,0,0,0.0171167589781316,0,0.0659430936378872,0.0007561367927764,0,0.128786251476883,17.4288516860258,1.76907744842069,0.0309643899326952,0,0.0003650498966778,"aOTU_23"
"24","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Thiobacillaceae",0.0081119917343347,0.31121422332874,1.18690766367394,0.0430332896152837,0.695279804380825,0.00541,0.0411039666545975,0.000730389852289,0.337486511892101,0.0055627091257494,0,0,0.0001596810618285,0,0,0,1.67371247618246,1.98512335336847,0.153399616806951,0,"aOTU_24"
"25","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Reyranellales","f__Reyranellaceae",0.0044739801740892,0,0.195812827641566,0.0127333455799441,0.0538150361144944,0,0.105186441920489,0.0002729739851989,0,0.0043612737518449,0,0.0140963495809628,0.0277469327436239,0,0.0091780952530909,0,0.0011972950860462,0,0.0146504476754966,0,"aOTU_25"
"26","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Propionibacteriaceae",0.0029181496983246,0,0.0041446415032918,0,0.0055133137977502,0,0.0002743312568716,0,0,0.0063312899273333,0,0.0005954794462671,0.0041704936148168,0,0,0,0.006642336374802,0,0,0,"aOTU_26"
"27","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__JAHIHE01","f__JAHIHE01",0.0024305013402491,0,0,0.0115918598485222,0,0,0,0.0017337536897771,0,0.0937214608502855,0,0,0,0,0.0008166196936986,0,0,0,0,0,"aOTU_27"
"28","d__Bacteria","p__Bacillota_D","c__Dethiobacteria","o__Dethiobacterales","f__Dethiobacteraceae",0.0023995395397364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_28"
"29","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA5619",0.0024227608901209,0,0.0904582881208881,0.0386768598934645,0.0113948701525286,0,0.330817369000804,0.0031797780438039,0.342958435763737,0.116551900183049,0,0,0.0145309766264002,0,0,0,0.968519624989408,0,0.0815273264051816,0.0241630821315738,"aOTU_29"
"30","d__Bacteria","p__Bacillota_B","c__TC1","o__TC1","f__TC1",0.0020279979335836,0,0,0,0,0,0,0,0,0,0,0,0.0002301285891058,0,0,0,0,0,0,0,"aOTU_30"
"31","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae",0.00238405863948,0,0.0100046489876111,0,0,0,0,0,0.0003963381131055,0,0,0,0.045504406119325,0.0138912556256701,0,0.0024758604819413,0.0568729120360148,0.0115355850676467,0.0110441836322975,0,"aOTU_31"
"32","d__Bacteria","p__Bacteroidota","c__UBA10030","o__UBA10030","f__BY39",0.0014087619233291,0,0.001821130357507,0.0015894105121065,0.005151954279171,0,0,0.0028625380069511,0.0083184917925063,0,0,0,0,0,0.0027161481116497,0,0,0,0.011789355539183,0,"aOTU_32"
"33","d__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae",0.0010139989667918,0.0007865416974657,0.543420671488621,0.585434076058104,0.864106971460996,0,0.587428133017835,0,0.0088469426099804,0.0062489419843064,0,2.25181303210269e-05,0.237201520844528,0,0,0,0.0065614003433443,0,0.739307127988762,0,"aOTU_33"
"34","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae",0.0007817854629463,0.334704423686763,0,0.0114256942040747,0.0063220708155225,0,1.02273958410036,3.68883763782364e-05,0,0,0,0,0.0090501590042253,2.01724864721344,0.0727412868463061,0.170099252725255,0,0.0722816675041106,0.319917939036356,0.0035753416351095,"aOTU_34"
"35","d__Bacteria","p__Desulfobacterota","c__UBA8473","o__UBA8473","f__UBA8473",0.0006734191611518,0,0.015035067143919,0.0140951814050899,0.0015039439011341,0,0.0105682850861495,0,0.0093277714061124,0,0.0001349097530313,0,0.0030104576656504,0,0,0,0.0003544439998318,0,0.0077461079703411,0,"aOTU_35"
"36","d__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Miltoncostaeales","f__Miltoncostaeaceae",0.0005805337596136,0,0.0071093491814838,0.0028573266251732,0.0037787881085703,0,0.0002286093807263,0,0,0,0,0,0,0,0,0,0.0002232718109177,0,5.05980924428457e-05,0,"aOTU_36"
"37","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__Desulfobacterales","f__Desulfosarcinaceae",0.0005186101585881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_37"
"38","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae",0.00034057980564,0,0.0047990585827589,0,0,0,0,0,0,0,0,0.0001476188543267,0,0.0010214158548286,0.0084857437736508,0.0011010896230741,0.0003265350234671,0.0047822113430511,0.0014535452010853,0,"aOTU_38"
"39","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Sulfuriferulaceae",0.0002631753043581,0,6.30794275466748,0.0023624419884492,0.0468700503193259,0,0.0026779956027943,0,0,0,0,0,0,0,0,0,0,0,0.0014995434669425,0,"aOTU_39"
"40","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae",0.0001548090025636,0.0003446643393389,0.718331814228419,0.0038904434580425,0.385907875207943,0,0.472418019422705,0,0,0,0,0.0394442582789988,0.0371399363805988,0,0.0072696905341213,0.141015847912321,0.0233542314219929,0.000411373018757,0.0516744518639026,0,"aOTU_40"
"41","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae",0.0001470685524354,1.16000760300744,1.19810216189695,0.121485147574214,1.2694422226916,0.01032,0.0613391626971755,0,0.0052967977286356,0,0.404324529834957,0.038440950472473,0.062327275633147,0.0526846297920638,0,0.0112591187469261,0.0150568927487633,0.0290789302633919,0.719817662745095,0.344752048746398,"aOTU_41"
"42","d__Bacteria","p__Riflebacteria","c__Ozemobacteria","o__Ozemobacterales","f__Ozemobacteraceae",0.000131587652179,0,0,0,0,0,0,0,0.0008925288516059,0,0,0,0,0.0913350057387814,0,0,0,0,0.0020239236977138,0.0068554223243767,"aOTU_42"
"43","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae",1.54809002563641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0015729804164361,0,0,0,0,0.000206992196357,0,"aOTU_43"
"44","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae",0,0.745897818065283,0.0513320790969897,0.0021457041913437,0.0946658693100593,0,0.0562966929280115,0.0025526756453739,0.001626829696817,0.312625519758549,0.0847739160610747,0.265253567123777,0.499144213268847,0.0236083251246071,0.0239748890508691,1.18716237173108,0.0447101801362723,0.0063762817907349,0.0055611903421273,0,"aOTU_44"
"45","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Halomonadaceae",0,0,0,0,0,0,0,0,0,0,0.067050147256581,0,0.743071124717449,0.002281162075784,0.0111220051761344,0.0306522984088165,0.0623095806318611,0,0,0,"aOTU_45"
