"","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"982","k__Bacteria|p__Bacteroidota|c__CFGB11592|o__OFGB11592|f__FGB11592|g__GGB33899|s__GGB33899_SGB136693",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10524,0,0,0,0,0,0,0,0,0,0,0,"bOTU_982"
"983","k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3846|o__OFGB3846|f__FGB3846|g__GGB11808|s__GGB11808_SGB18555",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3981,0,0,0,0,0,0,0,0,0,0,0,"bOTU_983"
"984","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp_BAB1",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,75491,0,0,0,0,0,0,0,0,0,0,0,"bOTU_984"
"985","k__Bacteria|p__Actinomycetota|c__Actinomycetota_unclassified|o__Candidatus_Hakubellales|f__Candidatus_Hakubellaceae|g__Candidatus_Hakubella|s__Candidatus_Hakubella_thermalkaliphila",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12353,0,0,0,0,0,0,0,0,0,0,0,"bOTU_985"
"986","k__Bacteria|p__Planctomycetota|c__CFGB73079|o__OFGB73079|f__FGB73079|g__GGB90736|s__GGB90736_SGB127470",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7377,0,0,0,0,0,0,0,0,0,0,0,"bOTU_986"
"987","k__Bacteria|p__Planctomycetota|c__CFGB34599|o__OFGB34599|f__FGB34599|g__GGB126818|s__GGB126818_SGB154989",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5158,0,0,0,0,0,0,0,0,0,0,0,"bOTU_987"
"988","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_vincentii",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7668,0,0,0,0,0,0,0,0,0,0,0,"bOTU_988"
"989","k__Bacteria|p__Planctomycetota|c__CFGB8476|o__OFGB8476|f__FGB8476|g__GGB62386|s__GGB62386_SGB84560",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6389,0,0,0,0,0,0,0,0,0,0,0,"bOTU_989"
"990","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB11088|o__OFGB11088|f__FGB11088|g__GGB140964|s__GGB140964_SGB167760",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7665,0,0,0,0,0,0,0,0,0,0,0,"bOTU_990"
"991","k__Bacteria|p__Chloroflexota|c__CFGB31944|o__OFGB31944|f__FGB31944|g__GGB9866|s__GGB9866_SGB15524",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5991,0,0,0,0,0,0,0,0,0,6676,0,"bOTU_991"
"992","k__Bacteria|p__Candidatus_Methylomirabilota|c__CFGB10892|o__OFGB10892|f__FGB10892|g__GGB90920|s__GGB90920_SGB127757",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,11024,10332,0,0,0,0,0,0,0,0,0,0,"bOTU_992"
"993","k__Bacteria|p__Actinomycetota|c__CFGB11714|o__OFGB11714|f__FGB11714|g__GGB41274|s__GGB41274_SGB65135",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,33982,0,0,0,0,0,0,0,0,0,0,0,"bOTU_993"
"994","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB94354|o__OFGB94354|f__FGB94354|g__GGB11056|s__GGB11056_SGB17753",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,"bOTU_994"
"995","k__Bacteria|p__Planctomycetota|c__CFGB36096|o__OFGB36096|f__FGB36096|g__GGB40378|s__GGB40378_SGB53297",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6335,0,0,0,0,0,0,0,0,0,0,0,"bOTU_995"
"996","k__Bacteria|p__Bacteroidota|c__CFGB37905|o__OFGB37905|f__FGB37905|g__GGB37905|s__GGB37905_SGB48973",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5393,0,0,0,0,0,0,0,0,0,0,0,"bOTU_996"
"997","k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB3511|o__OFGB3511|f__FGB3511|g__GGB11245|s__GGB11245_SGB17961",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,"bOTU_997"
"998","k__Archaea|p__Candidatus_Bathyarchaeota|c__CFGB18683|o__OFGB18683|f__FGB18683|g__GGB103486|s__GGB103486_SGB148256",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4736,0,0,0,0,0,0,0,0,0,0,0,"aOTU_998"
"999","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae|g__GGB139199|s__GGB139199_SGB167700",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6490,0,0,0,0,0,0,0,0,0,0,7169,"bOTU_999"
"1000","k__Bacteria|p__Nitrospirota|c__CFGB5000|o__OFGB5000|f__FGB5000|g__GGB14410|s__GGB14410_SGB21924",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4470,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1000"
"1001","k__Bacteria|p__Planctomycetota|c__CFGB91573|o__OFGB91573|f__FGB91573|g__GGB126831|s__GGB126831_SGB154981",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3131,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1001"
"1002","k__Bacteria|p__Bacteroidota|c__CFGB54686|o__OFGB54686|f__FGB54686|g__GGB98955|s__GGB98955_SGB139373",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5388,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1002"
"1003","k__Bacteria|p__Candidatus_Zixiibacteriota|c__CFGB72753|o__OFGB72753|f__FGB72753|g__GGB62353|s__GGB62353_SGB49392|t__SGB49392",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,134480,0,0,0,0,0,0,0,0,0,12851,0,"bOTU_1003"
"1004","k__Bacteria|p__Actinomycetota|c__CFGB33775|o__OFGB33775|f__FGB33775|g__GGB60936|s__GGB60936_SGB82976|t__SGB82976",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,51088,0,0,0,0,0,0,0,4671,0,0,0,"bOTU_1004"
"1005","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB3379|o__OFGB3379|f__FGB3379|g__GGB11057|s__GGB11057_SGB76621|t__SGB76621",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,30213,2453,0,0,0,0,0,0,0,0,0,0,"bOTU_1005"
"1006","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB94351|o__OFGB94351|f__FGB94351|g__GGB113315|s__GGB113315_SGB155162|t__SGB155162",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18864,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1006"
"1007","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB34348|o__OFGB34348|f__FGB34348|g__GGB34582|s__GGB34582_SGB85253|t__SGB85253",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,40041,0,0,0,0,0,0,0,26585,0,10145,0,"bOTU_1007"
"1008","k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB11522|o__OFGB11522|f__FGB11522|g__GGB11522|s__GGB11522_SGB18250|t__SGB18250",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14686,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1008"
"1009","k__Bacteria|p__Bacteroidota|c__CFGB11592|o__OFGB11592|f__FGB11592|g__GGB33899|s__GGB33899_SGB136693|t__SGB136693",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10524,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1009"
"1010","k__Bacteria|p__Candidatus_Parcubacteria|c__CFGB3846|o__OFGB3846|f__FGB3846|g__GGB11808|s__GGB11808_SGB18555|t__SGB18555",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3981,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1010"
"1011","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp_BAB1|t__SGB88412",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,75491,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1011"
"1012","k__Bacteria|p__Actinomycetota|c__Actinomycetota_unclassified|o__Candidatus_Hakubellales|f__Candidatus_Hakubellaceae|g__Candidatus_Hakubella|s__Candidatus_Hakubella_thermalkaliphila|t__SGB80414",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12353,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1012"
"1013","k__Bacteria|p__Planctomycetota|c__CFGB73079|o__OFGB73079|f__FGB73079|g__GGB90736|s__GGB90736_SGB127470|t__SGB127470",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7377,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1013"
"1014","k__Bacteria|p__Planctomycetota|c__CFGB34599|o__OFGB34599|f__FGB34599|g__GGB126818|s__GGB126818_SGB154989|t__SGB154989",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5158,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1014"
"1015","k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_vincentii|t__SGB24906",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7668,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1015"
"1016","k__Bacteria|p__Planctomycetota|c__CFGB8476|o__OFGB8476|f__FGB8476|g__GGB62386|s__GGB62386_SGB84560|t__SGB84560",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6389,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1016"
"1017","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB11088|o__OFGB11088|f__FGB11088|g__GGB140964|s__GGB140964_SGB167760|t__SGB167760",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7665,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1017"
"1018","k__Bacteria|p__Chloroflexota|c__CFGB31944|o__OFGB31944|f__FGB31944|g__GGB9866|s__GGB9866_SGB15524|t__SGB15524",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5991,0,0,0,0,0,0,0,0,0,6676,0,"bOTU_1018"
"1019","k__Bacteria|p__Candidatus_Methylomirabilota|c__CFGB10892|o__OFGB10892|f__FGB10892|g__GGB90920|s__GGB90920_SGB127757|t__SGB127757",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,11024,10332,0,0,0,0,0,0,0,0,0,0,"bOTU_1019"
"1020","k__Bacteria|p__Actinomycetota|c__CFGB11714|o__OFGB11714|f__FGB11714|g__GGB41274|s__GGB41274_SGB65135|t__SGB65135",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,33982,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1020"
"1021","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB94354|o__OFGB94354|f__FGB94354|g__GGB11056|s__GGB11056_SGB17753|t__SGB17753",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1021"
"1022","k__Bacteria|p__Planctomycetota|c__CFGB36096|o__OFGB36096|f__FGB36096|g__GGB40378|s__GGB40378_SGB53297|t__SGB53297",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6335,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1022"
"1023","k__Bacteria|p__Bacteroidota|c__CFGB37905|o__OFGB37905|f__FGB37905|g__GGB37905|s__GGB37905_SGB48973|t__SGB48973",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5393,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1023"
"1024","k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB3511|o__OFGB3511|f__FGB3511|g__GGB11245|s__GGB11245_SGB17961|t__SGB17961",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1024"
"1025","k__Archaea|p__Candidatus_Bathyarchaeota|c__CFGB18683|o__OFGB18683|f__FGB18683|g__GGB103486|s__GGB103486_SGB148256|t__SGB148256",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4736,0,0,0,0,0,0,0,0,0,0,0,"aOTU_1025"
"1026","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae|g__GGB139199|s__GGB139199_SGB167700|t__SGB167700",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6490,0,0,0,0,0,0,0,0,0,0,7169,"bOTU_1026"
"1027","k__Bacteria|p__Nitrospirota|c__CFGB5000|o__OFGB5000|f__FGB5000|g__GGB14410|s__GGB14410_SGB21924|t__SGB21924",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4470,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1027"
"1028","k__Bacteria|p__Planctomycetota|c__CFGB91573|o__OFGB91573|f__FGB91573|g__GGB126831|s__GGB126831_SGB154981|t__SGB154981",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3131,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1028"
"1029","k__Bacteria|p__Bacteroidota|c__CFGB54686|o__OFGB54686|f__FGB54686|g__GGB98955|s__GGB98955_SGB139373|t__SGB139373",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5388,0,0,0,0,0,0,0,0,0,0,0,"bOTU_1029"
"1030","k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurimonadaceae|g__GGB12420|s__GGB12420_SGB19267",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,108442,0,0,0,0,0,0,27647,0,0,0,"bOTU_1030"
"1031","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Sulfuricellaceae|g__Sulfurimicrobium|s__Sulfurimicrobium_lacus",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2286050,0,0,0,0,0,0,0,0,0,0,"bOTU_1031"
"1032","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Sulfurisoma|s__Sulfurisoma_sediminicola",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,203183,0,0,0,0,0,0,0,0,0,0,"bOTU_1032"
"1033","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Thiovibrionaceae|g__Thiovibrio|s__Thiovibrio_SGB167704",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,24159,0,0,0,0,0,0,0,0,0,0,"bOTU_1033"
"1034","k__Archaea|p__Thermoplasmatota|c__CFGB9271|o__OFGB9271|f__FGB9271|g__GGB103615|s__GGB103615_SGB147461",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,5130,0,0,0,0,0,0,4089,0,0,0,"aOTU_1034"
"1035","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__GGB72056|s__GGB72056_SGB167423",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6729,0,0,0,0,0,0,0,0,0,0,"bOTU_1035"
"1036","k__Bacteria|p__Candidatus_Methylomirabilota|c__Candidatus_Methylomirabilia|o__Candidatus_Methylomirabilales|f__Candidatus_Methylomirabilaceae|g__Candidatus_Methylomirabilis|s__Candidatus_Methylomirabilis_limnetica",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,5172,0,0,0,0,0,0,0,0,0,0,"bOTU_1036"
"1037","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8488|s__GGB8488_SGB13210",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,44141,0,0,0,0,0,0,0,0,0,0,"bOTU_1037"
"1038","k__Bacteria|p__Candidatus_Roizmanbacteria|c__CFGB3972|o__OFGB3972|f__FGB3972|g__GGB12033|s__GGB12033_SGB18792",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,"bOTU_1038"
"1039","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__GGB44549|s__GGB44549_SGB103119",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,80843,0,0,0,0,0,0,0,0,0,0,"bOTU_1039"
"1040","k__Bacteria|p__Elusimicrobiota|c__CFGB3937|o__OFGB3937|f__FGB3937|g__GGB11972|s__GGB11972_SGB18724",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2952,0,0,0,0,0,0,2499,0,2613,0,"bOTU_1040"
"1041","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977|f__FGB40977|g__GGB43649|s__GGB43649_SGB166407",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,25367,0,0,0,0,0,0,0,0,0,0,"bOTU_1041"
"1042","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus|s__Tessaracoccus_sp_MC1627",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,7692,0,0,0,0,0,0,0,0,0,0,"bOTU_1042"
"1043","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB6121|o__OFGB6121|f__FGB6121|g__GGB6121|s__GGB6121_SGB8765",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3882,0,0,0,0,0,0,0,0,0,0,"bOTU_1043"
"1044","k__Bacteria|p__Gemmatimonadota|c__CFGB24752|o__OFGB24752|f__FGB24752|g__GGB135394|s__GGB135394_SGB172604",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3447,0,0,0,0,0,0,0,0,0,0,"bOTU_1044"
"1045","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__GGB97246|s__GGB97246_SGB56953",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,8941,0,0,0,0,0,0,0,0,0,0,"bOTU_1045"
"1046","k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__GGB54138|s__GGB54138_SGB75334",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4275,0,0,0,0,0,0,0,0,0,0,"aOTU_1046"
"1047","k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanosarcinales|f__Candidatus_Methanoperedenaceae|g__GGB102940|s__GGB102940_SGB147707",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,8331,0,0,0,0,0,0,0,0,0,0,"aOTU_1047"
"1048","k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__GGB135948|s__GGB135948_SGB174756",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,9005,0,0,0,0,0,0,0,0,0,0,"bOTU_1048"
"1049","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae|g__Phreatobacter|s__Phreatobacter_cathodiphilus",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,19461,0,0,0,0,0,0,0,0,0,0,"bOTU_1049"
"1050","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB72811|o__OFGB72811|f__FGB72811|g__GGB139143|s__GGB139143_SGB167545",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6026,0,0,0,0,0,0,11162,0,0,0,"bOTU_1050"
"1051","k__Bacteria|p__Pseudomonadota|c__CFGB44639|o__OFGB44639|f__FGB44639|g__GGB44639|s__GGB44639_SGB178005",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2522,0,0,0,0,0,0,0,0,0,0,"bOTU_1051"
"1052","k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurimonadaceae|g__GGB12420|s__GGB12420_SGB19267|t__SGB19267",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,108442,0,0,0,0,0,0,27647,0,0,0,"bOTU_1052"
"1053","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Sulfuricellaceae|g__Sulfurimicrobium|s__Sulfurimicrobium_lacus|t__SGB88208",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2286050,0,0,0,0,0,0,0,0,0,0,"bOTU_1053"
"1054","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Sulfurisoma|s__Sulfurisoma_sediminicola|t__SGB32894",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,203183,0,0,0,0,0,0,0,0,0,0,"bOTU_1054"
"1055","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Thiovibrionaceae|g__Thiovibrio|s__Thiovibrio_SGB167704|t__SGB167704",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,24159,0,0,0,0,0,0,0,0,0,0,"bOTU_1055"
"1056","k__Archaea|p__Thermoplasmatota|c__CFGB9271|o__OFGB9271|f__FGB9271|g__GGB103615|s__GGB103615_SGB147461|t__SGB147461",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,5130,0,0,0,0,0,0,4089,0,0,0,"aOTU_1056"
"1057","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__GGB72056|s__GGB72056_SGB167423|t__SGB167423",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6729,0,0,0,0,0,0,0,0,0,0,"bOTU_1057"
"1058","k__Bacteria|p__Candidatus_Methylomirabilota|c__Candidatus_Methylomirabilia|o__Candidatus_Methylomirabilales|f__Candidatus_Methylomirabilaceae|g__Candidatus_Methylomirabilis|s__Candidatus_Methylomirabilis_limnetica|t__SGB22190",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,5172,0,0,0,0,0,0,0,0,0,0,"bOTU_1058"
"1059","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__GGB8488|s__GGB8488_SGB13210|t__SGB13210",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,44141,0,0,0,0,0,0,0,0,0,0,"bOTU_1059"
"1060","k__Bacteria|p__Candidatus_Roizmanbacteria|c__CFGB3972|o__OFGB3972|f__FGB3972|g__GGB12033|s__GGB12033_SGB18792|t__SGB18792",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,"bOTU_1060"
"1061","k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__GGB44549|s__GGB44549_SGB103119|t__SGB103119",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,80843,0,0,0,0,0,0,0,0,0,0,"bOTU_1061"
"1062","k__Bacteria|p__Elusimicrobiota|c__CFGB3937|o__OFGB3937|f__FGB3937|g__GGB11972|s__GGB11972_SGB18724|t__SGB18724",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2952,0,0,0,0,0,0,2499,0,2613,0,"bOTU_1062"
"1063","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB40977|o__OFGB40977|f__FGB40977|g__GGB43649|s__GGB43649_SGB166407|t__SGB166407",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,25367,0,0,0,0,0,0,0,0,0,0,"bOTU_1063"
"1064","k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus|s__Tessaracoccus_sp_MC1627|t__SGB87715",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,7692,0,0,0,0,0,0,0,0,0,0,"bOTU_1064"
"1065","k__Bacteria|p__Candidatus_Omnitrophota|c__CFGB6121|o__OFGB6121|f__FGB6121|g__GGB6121|s__GGB6121_SGB8765|t__SGB8765",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3882,0,0,0,0,0,0,0,0,0,0,"bOTU_1065"
"1066","k__Bacteria|p__Gemmatimonadota|c__CFGB24752|o__OFGB24752|f__FGB24752|g__GGB135394|s__GGB135394_SGB172604|t__SGB172604",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3447,0,0,0,0,0,0,0,0,0,0,"bOTU_1066"
"1067","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__GGB97246|s__GGB97246_SGB56953|t__SGB56953",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,8941,0,0,0,0,0,0,0,0,0,0,"bOTU_1067"
"1068","k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__GGB54138|s__GGB54138_SGB75334|t__SGB75334",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4275,0,0,0,0,0,0,0,0,0,0,"aOTU_1068"
"1069","k__Archaea|p__Methanobacteriota|c__Methanomicrobia|o__Methanosarcinales|f__Candidatus_Methanoperedenaceae|g__GGB102940|s__GGB102940_SGB147707|t__SGB147707",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,8331,0,0,0,0,0,0,0,0,0,0,"aOTU_1069"
"1070","k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__GGB135948|s__GGB135948_SGB174756|t__SGB174756",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,9005,0,0,0,0,0,0,0,0,0,0,"bOTU_1070"
"1071","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae|g__Phreatobacter|s__Phreatobacter_cathodiphilus|t__SGB24415",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,19461,0,0,0,0,0,0,0,0,0,0,"bOTU_1071"
"1072","k__Bacteria|p__Thermodesulfobacteriota|c__CFGB72811|o__OFGB72811|f__FGB72811|g__GGB139143|s__GGB139143_SGB167545|t__SGB167545",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,6026,0,0,0,0,0,0,11162,0,0,0,"bOTU_1072"
