"","OTUs","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"107","aOTU_107","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__GW2011-AR9","g__JACOZP01","g__JACOZP01",1,0,23,0,0,0,0,11,6,0,0,0,0,1,2,2,0,0,1,0,0,41,0,0,0
"108","aOTU_108","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__GW2011-AR9","g__JAHFRS01","g__JAHFRS01",1,0,23,0,0,0,1,0,1,0,0,0,0,1,0,9,0,0,0,0,1,31,0,2,0
"109","aOTU_109","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__JAFGUC01","g__JAFGUC01","g__JAFGUC01",1,0,2,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,3,1,0,2
"110","aOTU_110","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__JAGWAF01","g__JACQSU01","g__JACQSU01",1,0,13,0,0,0,0,1,1,0,0,1,0,0,2,11,0,0,1,0,0,13,2,0,0
"111","aOTU_111","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__JAUYGA01","g__JAUYGA01","g__JAUYGA01",2,0,12,0,0,0,0,2,13,0,0,0,0,3,18,2,0,0,0,0,1,6,0,0,0
"112","aOTU_112","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Woesearchaeales","f__UBA11576","g__JABMQF01","g__JABMQF01",1,0,10,0,0,0,0,2,4,0,0,0,0,3,6,7,0,0,3,0,1,4,2,0,0
"113","aOTU_113","d__Archaea","p__Nanohaloarchaeota","c__Nanosalinia","o__Nanosalinales","f__JAHENU01","g__JAHENU01","g__JAHENU01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"114","aOTU_114","d__Archaea","p__Nanohaloarchaeota","c__Nanosalinia","o__Nanosalinales","f__Nanosalinaceae","f__Nanosalinaceae","f__Nanosalinaceae",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","aOTU_115","d__Archaea","p__SpSt-1190","c__SpSt-1190","o__SpSt-1190","f__SpSt-1190","g__JAAOXX01","g__JAAOXX01",1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,22,1,0,0,0,0,0,2,0,0
"116","aOTU_116","d__Archaea","p__Thermoplasmatota","c__E2","o__DHVEG-1","f__DHVEG-1","g__B82-G9","g__B82-G9",1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,2,0,1,6,1,0,0
"117","aOTU_117","d__Archaea","p__Thermoplasmatota","c__JASEFT01","o__JASEFT01","f__JAUWIS01","f__JAUWIS01","f__JAUWIS01",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","aOTU_118","d__Archaea","p__Thermoplasmatota","c__JASEFT01","o__JASEFT01","f__JAUWIS01","g__JASEEW01","g__JASEEW01",42,17,0,0,0,5,4,0,1,2,0,0,5,0,12,0,0,3,0,0,0,0,0,1,0
"119","aOTU_119","d__Archaea","p__Thermoplasmatota","c__JASEFT01","o__JASEFT01","f__JAUWIS01","g__JAUWIS01","g__JAUWIS01",6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"120","aOTU_120","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__JAJSAE01","f__JAJSAE01","g__JAJSAE01","g__JAJSAE01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","aOTU_121","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomassiliicoccaceae","g__UBA6","g__UBA6",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"122","aOTU_122","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomethylophilaceae","g__RumEn-M2","g__RumEn-M2",3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2
"123","aOTU_123","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomethylophilaceae","g__VadinCA11","g__VadinCA11",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"124","aOTU_124","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomethylophilaceae","g__WRKA01","g__WRKA01",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
"125","aOTU_125","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__SG8-5","f__SG8-5","g__UBA147","g__UBA147",3,0,4,2,1,0,0,2,0,5,1,3,1,13,1,2,0,0,1,2,0,0,3,77,0
"126","aOTU_126","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Thermoplasmataceae","g__UBA447","g__UBA447",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"127","aOTU_127","d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__UBA184","f__UBA184","g__UBA184","g__UBA184",1,0,3,0,1,0,0,4,1,0,0,2,1,12,1,2,0,0,3,0,1,10,2,0,0
"128","aOTU_128","d__Archaea","p__Thermoplasmatota","c__UBA186","o__UBA287","f__UBA287","g__UBA287","g__UBA287",1,0,7,1,0,0,3,3,4,1,0,1,1,1,0,1,1,1,2,1,0,8,0,3,0
"129","aOTU_129","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__40CM-2-53-6","f__40CM-2-53-6","g__40CM-2-53-6","g__40CM-2-53-6",20,36,18,13,28,2,21,33,15,20,0,33,9,19,28,64,5,2,28,1,12,38,12,360,7
"130","aOTU_130","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__40CM-2-53-6","f__CALIRQ01","g__CALIRQ01","g__CALIRQ01",1,1,2,0,0,1,0,1,2,2,0,2,0,2,0,1,0,0,0,0,0,2,2,2,0
"131","aOTU_131","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__40CM-2-53-6","f__DTGE01","g__DTGE01","g__DTGE01",109,3,19,59,6,1,49,8,25,13,8,56,35,51,6,22,0,14,38,112,19,40,12,6,86
"132","aOTU_132","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__40CM-2-53-6","f__FEN-987","g__FEN-987","g__FEN-987",9,50,77,15,8,7,2,54,20,11,87,17,3,27,38,195,1,4,13,5,21,320,33,19,3
"133","aOTU_133","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__40CM-2-53-6","f__FEN-987","g__JALHTB01","g__JALHTB01",8,2,37,4,3,19,6,49,19,6,5,29,14,47,33,100,141,5,20,5,22,38,21,32,7
"134","aOTU_134","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__Bathyarchaeales","f__Bathyarchaeaceae","g__SOJZ01","g__SOJZ01",1,24,0,0,5,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,1,0,0,0
"135","aOTU_135","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__Bathyarchaeales","f__SOJC01","g__GCA-020351305","g__GCA-020351305",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","aOTU_136","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__Bathyarchaeales","f__UBA233","g__SOJA01","g__SOJA01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"137","aOTU_137","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__Hecatellales","f__Hecatellaceae","g__DAOVDL01","g__DAOVDL01",1,0,1,4,1,0,0,6,1,0,0,0,1,11,1,6,0,0,2,3,2,15,1,1,1
"138","aOTU_138","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__Hecatellales","f__Hecatellaceae","g__EX4484-218","g__EX4484-218",8,3,19,23,5,1,14,41,17,42,0,12,38,89,28,22,0,1,12,0,37,55,21,22,153
"139","aOTU_139","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__RBG-16-48-13","f__GCA-020355125","g__JAUWWH01","g__JAUWWH01",1,0,1,12,10,0,2,2,1,2,1,1,10,10,4,2,0,0,3,0,14,11,2,0,1
"140","aOTU_140","d__Archaea","p__Thermoproteota","c__Bathyarchaeia","o__TCS64","f__TCS64","g__JAGTRB01","g__JAGTRB01",80,1,0,51,0,1,0,2,1,3,0,38,1,0,0,0,0,0,27,0,1,0,0,0,58
"141","aOTU_141","d__Archaea","p__Thermoproteota","c__JANJXX01","o__JAMOTR01","f__JAMOTR01","g__JAMOTR01","g__JAMOTR01",1,0,1,1,0,0,1,0,0,0,0,1,0,3,0,4,0,0,0,0,0,5,0,0,0
"142","aOTU_142","d__Archaea","p__Thermoproteota","c__JANJXX01","o__Panguiarchaeales","f__Panguiarchaeaceae","g__JAHKLG01","g__JAHKLG01",1,0,1,0,0,0,0,5,2,3,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0
"143","aOTU_143","d__Archaea","p__Thermoproteota","c__JANJXX01","o__Panguiarchaeales","f__Panguiarchaeaceae","g__Panguiarchaeum","g__Panguiarchaeum",1,0,6,2,0,1,0,3,2,3,1,7,0,10,4,27,0,0,0,1,1,10,1,1,4
"144","aOTU_144","d__Archaea","p__Thermoproteota","c__Korarchaeia","o__Korarchaeales","f__Korarchaeaceae","g__JAOZGC01","g__JAOZGC01",1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,4,1,0,0
"145","aOTU_145","d__Archaea","p__Thermoproteota","c__Methanomethylicia","o__Culexarchaeales","f__Culexarchaeaceae","g__Culexarchaeum","g__Culexarchaeum",1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0
"146","aOTU_146","d__Archaea","p__Thermoproteota","c__Methanomethylicia","o__Nezhaarchaeales","f__WYZ-LMO8","g__WYZ-LMO8","g__WYZ-LMO8",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
"147","aOTU_147","d__Archaea","p__Thermoproteota","c__Nitrososphaeria","o__Conexivisphaerales","f__Conexivisphaeraceae","g__Conexivisphaera","g__Conexivisphaera",2,3,2,0,68,3,1,1,0,1,0,0,0,0,1,0,0,6,1,0,0,2,1,6,24
"148","aOTU_148","d__Archaea","p__Thermoproteota","c__Nitrososphaeria","o__Geothermarchaeales","f__JAUWBL01","g__JAUWBL01","g__JAUWBL01",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"149","aOTU_149","d__Archaea","p__Thermoproteota","c__Nitrososphaeria_A","o__Caldarchaeales","f__Caldarchaeaceae","g__Caldarchaeum","g__Caldarchaeum",168,1,18,42,29,18,3,72,175,164,0,122,4,19,18,43,3,7,28,21,12,43,23,19,6
"150","aOTU_150","d__Archaea","p__Thermoproteota","c__Nitrososphaeria_A","o__Caldarchaeales","f__Caldarchaeaceae","g__HRBIN01","g__HRBIN01",1,0,10,0,0,0,37,1,1,0,0,0,0,0,1,7,0,0,0,1,1,2,1,0,0
"151","aOTU_151","d__Archaea","p__Thermoproteota","c__QMWL01","o__QMWL01","f__QMWL01","g__QMWL01","g__QMWL01",1,0,2,1,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,8,4,2,1,1
"152","aOTU_152","d__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermofilales","f__B15-G2","g__B15-G2","g__B15-G2",1,0,0,1,0,1,5,0,1,1,0,1,0,1,0,0,0,0,1,0,43,11,21,0,0
"153","aOTU_153","d__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermocladiaceae","g__Thermocladium","g__Thermocladium",1,0,0,2,0,0,0,2,1,1,0,1,0,4,1,0,0,0,0,0,3,16,2,0,0
"154","aOTU_154","d__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","g__Pyrobaculum",2,0,4,0,0,0,0,1,0,1,0,1,0,5,1,1,0,0,0,0,0,1,0,0,0
"155","aOTU_155","d__Archaea","p__Thermoproteota","c__Thermoprotei_A","o__Sulfolobales","f__Acidilobaceae","g__Aeropyrum","g__Aeropyrum",3,0,2,1,0,1,2,0,1,2,1,1,0,0,1,3,0,0,0,0,2,0,0,1,0
"156","aOTU_156","d__Archaea","p__Thermoproteota","c__Thermoprotei_A","o__Sulfolobales","f__Acidilobaceae","g__Caldisphaera","g__Caldisphaera",1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0
"157","aOTU_157","d__Archaea","p__Thermoproteota","c__Thermoprotei_A","o__Sulfolobales","f__Acidilobaceae","g__JALURD01","g__JALURD01",2,0,1,1,1,0,0,0,1,2,0,1,0,0,0,2,0,0,1,0,0,4,1,0,1
"158","aOTU_158","d__Archaea","p__Thermoproteota","c__Thermoprotei_A","o__Sulfolobales","f__NBVN01","g__WAOL01","g__WAOL01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"159","aOTU_159","d__Archaea","p__Thermoproteota","c__Thermoprotei_A","o__Sulfolobales","f__Sulfolobaceae","g__Stygiolobus","g__Stygiolobus",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"160","aOTU_160","d__Archaea","p__Undinarchaeota","c__Undinarchaeia","o__Undinarchaeales","f__JALTGF01","g__JALTGF01","g__JALTGF01",5,0,7,7,2,1,0,19,13,4,1,14,3,24,15,19,0,0,12,1,18,26,5,11,4
"161","bOTU_161","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria","d__Bacteria",165,466,1142,293,369,63,58,1172,289,558,50,508,109,1285,503,1666,126,128,697,669,604,2483,806,264,418
"162","bOTU_162","d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","f__Pyrinomonadaceae","f__Pyrinomonadaceae",15,0,1,0,0,0,0,10,0,0,0,4,0,0,1,1,0,0,0,0,0,10,5,0,0
"163","bOTU_163","d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","g__GCA-002050365","g__GCA-002050365",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","bOTU_164","d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","g__OLB17","g__OLB17",18,0,5,1,1,0,0,52,2,4,0,31,0,9,2,0,0,0,1,0,1,0,14,0,0
"165","bOTU_165","d__Bacteria","p__Acidobacteriota","c__G020349885","o__G020349885","f__G020349885","g__G020349885","g__G020349885",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"166","bOTU_166","d__Bacteria","p__Acidobacteriota","c__Terriglobia","c__Terriglobia","c__Terriglobia","c__Terriglobia","c__Terriglobia",2,0,5,0,2,0,1,0,1,3,0,2,0,1,0,52,0,0,1,0,0,5,0,0,0
"167","bOTU_167","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","f__Bryobacteraceae","f__Bryobacteraceae",8,1,2,2,2,0,0,6,3,13,1,12,2,18,3,5,0,3,14,0,0,3,1,1,1
"168","bOTU_168","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__JADGHK01","g__JADGHK01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","bOTU_169","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__JAIMAR01","g__JAIMAR01",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","bOTU_170","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__JAJFUV01","g__JAJFUV01",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"171","bOTU_171","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__JANWVO01","g__JANWVO01",2,0,1,1,0,0,0,1,0,2,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0
"172","bOTU_172","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__PNKE01","g__PNKE01",39,11,0,28,15,0,2,21,1,56,2,13,0,13,37,0,0,10,24,0,7,0,0,0,5
"173","bOTU_173","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__PNKE01","s__PNKE01 sp013822245",2,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","bOTU_174","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__PNKE01","s__PNKE01 sp014860455",1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"175","bOTU_175","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__PNKE01","s__PNKE01 sp029975915",2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","bOTU_176","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Bryobacterales","f__Bryobacteraceae","g__Paludibaculum","s__Paludibaculum sp027324255",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","bOTU_177","d__Bacteria","p__Acidobacteriota","c__Terriglobia","o__Terriglobales","f__SbA1","g__PALSA-270","g__PALSA-270",3,1,13,2,0,0,0,3,3,5,0,7,1,7,6,11,0,0,11,3,5,14,7,10,0
"178","bOTU_178","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Fen-336","f__Fen-336","f__Fen-336","f__Fen-336",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0
"179","bOTU_179","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__SCN-69-37","g__SYFT01","g__SYFT01",1,0,16,0,0,2,0,4,19,6,0,0,0,4,13,60,0,1,0,1,17,25,125,2,0
"180","bOTU_180","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__UBA2999","f__UBA2999","f__UBA2999",2,0,45,19,0,0,0,19,3,35,0,5,0,36,2,25,0,0,9,0,0,330,29,0,0
"181","bOTU_181","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__UBA2999","g__12-FULL-67-14b","g__12-FULL-67-14b",2,0,50,106,0,2,1,47,17,362,0,28,0,8,14,5,0,0,6,0,3,61,32,0,0
"182","bOTU_182","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__UBA2999","g__12-FULL-67-14b","s__12-FULL-67-14b sp030697165",1,0,26,594,0,1,0,138,8,370,0,76,0,0,1,0,0,0,49,0,0,0,7,0,0
"183","bOTU_183","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__UBA2999","g__JAUXWO01","g__JAUXWO01",2,0,1,1,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0
"184","bOTU_184","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__UBA2999","g__JAUXWO01","s__JAUXWO01 sp030680175",1,0,0,1,0,0,0,6,0,484,0,2,0,2,1,3,0,0,0,0,0,0,2,0,0
"185","bOTU_185","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__Vicinamibacteraceae","g__JAEZDP01","g__JAEZDP01",2,0,0,3,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,1
"186","bOTU_186","d__Bacteria","p__Actinomycetota","p__Actinomycetota","p__Actinomycetota","p__Actinomycetota","p__Actinomycetota","p__Actinomycetota",4,0,4,7,4,0,1,37,34,7,1,8,8,5,21,58,81,0,48,3,6,45,102,3,26
"187","bOTU_187","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","c__Acidimicrobiia","c__Acidimicrobiia","c__Acidimicrobiia","c__Acidimicrobiia",1,0,1,0,1,0,0,19,0,1,0,0,0,1,0,4,0,0,2,0,0,49,18,0,0
"188","bOTU_188","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","o__Acidimicrobiales","o__Acidimicrobiales","o__Acidimicrobiales",6,0,8,12,5,1,0,140,0,6,0,9,0,0,3,7,1,0,8,4,2,50,52,3,1
"189","bOTU_189","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__AC-14","g__CADCTB01","g__CADCTB01",6,1,1,1,0,0,0,132,0,5,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0
"190","bOTU_190","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__AC-14","g__CADCTB01","s__CADCTB01 sp030946525",1,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"191","bOTU_191","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__AC-14","g__JALYGL01","g__JALYGL01",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","bOTU_192","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__AC-25","g__AC-25","g__AC-25",1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","bOTU_193","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__GCA-2861595","g__JAHFUS01","s__JAHFUS01 sp023264975",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"194","bOTU_194","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","f__Iamiaceae","f__Iamiaceae",4,0,0,1,1,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,1,0
"195","bOTU_195","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__Aquihabitans","g__Aquihabitans",1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
"196","bOTU_196","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__Iamia","g__Iamia",1,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,8,0,0,4,14,0,0
"197","bOTU_197","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__JAAZBK01","g__JAAZBK01",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"198","bOTU_198","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__JAGQSI01","s__JAGQSI01 sp937926025",1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"199","bOTU_199","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","g__Ilumatobacter_A","g__Ilumatobacter_A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200","bOTU_200","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","g__UBA668","s__UBA668 sp030645495",1,0,0,2,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,2,2,1883,0,1
"201","bOTU_201","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__JACDCH01","g__JACDCH01","s__JACDCH01 sp013694495",1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"202","bOTU_202","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__JACDCH01","g__UBA9382","g__UBA9382",4,0,12,13,32,0,0,47,0,4,0,0,0,2,0,7,0,0,7,9,0,1,44,15,1
"203","bOTU_203","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__JACDCH01","g__UBA9382","s__UBA9382 sp024128875",1,0,3,1,2,0,0,9,0,0,0,2,0,0,0,1,0,0,0,2,0,0,4,0,0
"204","bOTU_204","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__JACDCH01","g__VFJN01","g__VFJN01",4,0,2,3,0,0,0,219,0,10,0,21,0,4,1,6,0,0,7,0,1,4,84,0,0
"205","bOTU_205","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__JACDCH01","g__VFJN01","s__VFJN01 sp030681555",1,0,0,0,0,0,0,257,0,9,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"206","bOTU_206","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__JAJZXF01","g__JAJZXF01","g__JAJZXF01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","bOTU_207","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Microtrichaceae","g__AWTP1-35","g__AWTP1-35",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"208","bOTU_208","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Microtrichaceae","g__IMCC26207","g__IMCC26207",1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"209","bOTU_209","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Microtrichaceae","g__JAFAFN01","g__JAFAFN01",2,0,6,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"210","bOTU_210","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__UBA8139","g__CAMFLJ01","s__CAMFLJ01 sp029782145",1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"211","bOTU_211","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__UBA8139","g__Rhabdothermincola_A","s__Rhabdothermincola_A salaria",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","bOTU_212","d__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__UBA5794","f__UBA5794","g__JAHEEL01","g__JAHEEL01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
